Question,hardness,Ground Truth SQL,Basic Predicted SQL,SoQ Predicted SQL,EX,EX SoQ
Find the first name and age of students who have a dog but do not have a cat as a pet.,extra,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT s.fname, s.age FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'dog' AND NOT EXISTS (     SELECT 1     FROM has_pet hp2     JOIN pets p2 ON hp2.petid = p2.petid     WHERE hp2.stuid = s.stuid AND p2.pettype = 'cat' )","SELECT T1.fname, T1.age FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'dog' AND NOT EXISTS (SELECT 1 FROM has_pet AS T4 INNER JOIN pets AS T5 ON T4.petid = T5.petid WHERE T4.stuid = T1.stuid AND T5.pettype = 'cat')",1,1
What is the first name of every student who has a dog but does not have a cat?,extra,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",SELECT DISTINCT s.fname FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'dog' AND s.stuid NOT IN (     SELECT s.stuid     FROM student s     JOIN has_pet hp ON s.stuid = hp.stuid     JOIN pets p ON hp.petid = p.petid     WHERE p.pettype = 'cat' ),NULL,0,0
Find the type and weight of the youngest pet.,medium,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT pettype, weight FROM pets ORDER BY pet_age ASC LIMIT 1","SELECT pettype, weight FROM pets WHERE pet_age = (SELECT MIN(pet_age) FROM pets) LIMIT 1",1,1
"What type of pet is the youngest animal, and how much does it weigh?",medium,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT p.pettype, p.weight FROM pets p JOIN has_pet hp ON p.petid = hp.petid ORDER BY p.pet_age ASC LIMIT 1","SELECT T3.pettype, T3.weight FROM has_pet AS T1 INNER JOIN pets AS T2 ON T1.petid = T2.petid INNER JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pet_age = (SELECT MIN(T4.pet_age) FROM pets AS T4)",1,1
Find the id and weight of all pets whose age is older than 1.,medium,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT petid, weight FROM pets WHERE pet_age > 1","SELECT petid, weight FROM pets WHERE pet_age > 1",1,1
What is the id and weight of every pet who is older than 1?,medium,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT petid, weight FROM pets WHERE pet_age > 1","SELECT T2.petid, T2.weight FROM has_pet AS T1 INNER JOIN pets AS T2 ON T1.petid = T2.petid WHERE T2.pet_age > 1",1,1
Find the average and maximum age for each type of pet.,medium,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT    p.pettype,   AVG(s.age) AS avg_age,   MAX(s.age) AS max_age FROM    student s JOIN    has_pet hp ON s.stuid = hp.stuid JOIN    pets p ON hp.petid = p.petid GROUP BY    p.pettype","SELECT T2.pettype, AVG(T1.age) AS avg_age, MAX(T1.age) AS max_age FROM student AS T1 INNER JOIN has_pet AS T3 ON T1.stuid = T3.stuid INNER JOIN pets AS T2 ON T3.petid = T2.petid GROUP BY T2.pettype",0,0
What is the average and maximum age for each pet type?,medium,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT    p.pettype,   AVG(s.age) AS avg_age,   MAX(s.age) AS max_age FROM    student s JOIN    has_pet hp ON s.stuid = hp.stuid JOIN    pets p ON hp.petid = p.petid GROUP BY    p.pettype","SELECT T3.pettype, AVG(T1.age) AS AverageAge, MAX(T1.age) AS MaximumAge FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid GROUP BY T3.pettype",0,0
Find the average weight for each pet type.,medium,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype","SELECT pettype, AVG(weight) AS average_weight FROM pets GROUP BY pettype","SELECT pettype, AVG(weight) AS avg_weight FROM pets GROUP BY pettype",0,0
What is the average weight for each type of pet?,medium,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype","SELECT pettype, AVG(weight) AS average_weight FROM pets GROUP BY pettype","SELECT T2.pettype, AVG(T2.weight) AS avg_weight FROM has_pet AS T1 INNER JOIN pets AS T2 ON T1.petid = T2.petid GROUP BY T2.pettype",0,0
Find the first name and age of students who have a pet.,medium,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT s.fname, s.age FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid","SELECT T1.fname, T1.age FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid",1,1
What are the different first names and ages of the students who do have pets?,medium,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT DISTINCT s.fname, s.age FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid","SELECT DISTINCT T1.fname, T1.age FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid",1,1
Find the id of the pet owned by student whose last name is ‘Smith’.,medium,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',SELECT p.petid FROM pets p JOIN has_pet hp ON p.petid = hp.petid JOIN student s ON hp.stuid = s.stuid WHERE s.lname = 'Smith',SELECT P.petid FROM student AS S INNER JOIN has_pet AS HP ON S.stuid = HP.stuid INNER JOIN pets AS P ON HP.petid = P.petid WHERE S.lname = 'Smith',1,1
What is the id of the pet owned by the student whose last name is 'Smith'?,medium,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',SELECT p.petid FROM pets p JOIN has_pet hp ON p.petid = hp.petid JOIN student s ON hp.stuid = s.stuid WHERE s.lname = 'Smith',SELECT P.petid FROM student AS S INNER JOIN has_pet AS HP ON S.stuid = HP.stuid INNER JOIN pets AS P ON HP.petid = P.petid WHERE S.lname = 'Smith',1,1
Find the number of pets for each student who has any pet and student id.,medium,"SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid","SELECT s.stuid, COUNT(hp.petid) AS num_pets FROM student s LEFT JOIN has_pet hp ON s.stuid = hp.stuid GROUP BY s.stuid","SELECT T1.stuid, COUNT(T2.petid) AS num_pets FROM student AS T1 LEFT JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid",0,0
"For students who have pets , how many pets does each student have ? list their ids instead of names .",medium,"select count(*) ,  t1.stuid from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid group by t1.stuid","SELECT s.stuid, COUNT(hp.petid) AS num_pets FROM student s JOIN has_pet hp ON s.stuid = hp.stuid GROUP BY s.stuid ORDER BY s.stuid","SELECT T1.stuid, COUNT(T2.petid) AS num_pets FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid",0,0
Find the first name and gender of student who have more than one pet.,medium,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT s.fname, s.sex FROM student s JOIN has_pet hp ON s.stuid = hp.stuid GROUP BY s.stuid HAVING COUNT(hp.petid) > 1","SELECT T1.fname, T1.sex FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid GROUP BY T1.stuid HAVING COUNT(T2.petid) > 1",1,1
What is the first name and gender of the all the students who have more than one pet?,medium,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT s.fname, s.sex FROM student s JOIN has_pet hp ON s.stuid = hp.stuid GROUP BY s.stuid HAVING COUNT(hp.petid) > 1",NULL,1,0
Find the last name of the student who has a cat that is age 3.,hard,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',SELECT s.lname FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' AND p.pet_age = 3,SELECT T1.lname FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat' AND T3.pet_age = 3,1,1
What is the last name of the student who has a cat that is 3 years old?,hard,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',SELECT s.lname FROM student s JOIN has_pet hp ON s.stuid = hp.stuid JOIN pets p ON hp.petid = p.petid WHERE p.pettype = 'cat' AND p.pet_age = 3,SELECT T1.lname FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat' AND T3.pet_age = 3,1,1
Find the average age of students who do not have any pet .,extra,select avg(age) from student where stuid not in (select stuid from has_pet),SELECT AVG(s.age) AS average_age FROM student s LEFT JOIN has_pet hp ON s.stuid = hp.stuid WHERE hp.petid IS NULL,SELECT AVG(T1.age) FROM student AS T1 LEFT JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T2.petid IS NULL,1,1
What is the average age for all students who do not own any pets ?,extra,select avg(age) from student where stuid not in (select stuid from has_pet),SELECT AVG(age) AS average_age FROM student WHERE stuid NOT IN (SELECT stuid FROM has_pet),SELECT AVG(T1.age) FROM student AS T1 LEFT JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T2.petid IS NULL,1,1
How many continents are there?,easy,SELECT count(*) FROM CONTINENTS;,SELECT COUNT(*) AS NumberOfContinents FROM continents,SELECT COUNT(*) FROM continents,1,1
What is the number of continents?,easy,SELECT count(*) FROM CONTINENTS;,SELECT COUNT(*) AS NumberOfContinents FROM continents,SELECT COUNT(*) FROM continents,1,1
"How many countries does each continent have? List the continent id, continent name and the number of countries.",medium,"SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT c.contid, c.continent, COUNT(co.countryid) AS num_countries FROM continents c LEFT JOIN countries co ON c.contid = co.continent GROUP BY c.contid, c.continent ORDER BY c.contid","SELECT C.continent, C2.continent, COUNT(C.countryid) AS NumberOfCountries FROM countries AS C INNER JOIN continents AS C2 ON C.continent = C2.contid GROUP BY C.continent",1,1
"For each continent, list its id, name, and how many countries it has?",medium,"SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT    c.contid AS continent_id,   c.continent AS continent_name,   COUNT(co.countryid) AS number_of_countries FROM    continents c LEFT JOIN    countries co ON c.contid = co.continent GROUP BY    c.contid, c.continent","SELECT C.continent, COUNT(C2.countryid) AS NumberOfCountries FROM continents AS C LEFT JOIN countries AS C2 ON C.contid = C2.continent GROUP BY C.continent",1,0
How many countries are listed?,easy,SELECT count(*) FROM COUNTRIES;,SELECT COUNT(*) AS NumberOfCountries FROM countries,SELECT COUNT(*) FROM countries,1,1
How many countries exist?,easy,SELECT count(*) FROM COUNTRIES;,SELECT COUNT(*) AS NumberOfCountries FROM countries,SELECT COUNT(*) FROM countries,1,1
"How many models does each car maker produce? List maker full name, id and the number.",medium,"SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT cm.fullname, cm.id, COUNT(ml.modelid) AS num_models FROM car_makers cm JOIN model_list ml ON cm.maker = ml.maker GROUP BY cm.id, cm.fullname ORDER BY num_models DESC","SELECT T2.fullname, T2.id, COUNT(T3.model) AS NumberOfModels FROM car_makers AS T2 INNER JOIN model_list AS T3 ON T2.maker = T3.maker GROUP BY T2.id",0,0
"What is the full name of each car maker, along with its id and how many models it produces?",medium,"SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT cm.fullname, cm.id, COUNT(ml.modelid) AS model_count FROM car_makers cm JOIN model_list ml ON cm.maker = ml.maker GROUP BY cm.id","SELECT T1.id, T1.fullname, COUNT(T2.model) AS ModelCount FROM car_makers AS T1 LEFT JOIN model_list AS T2 ON T1.maker = T2.maker GROUP BY T1.id",0,0
Which model of the car has the minimum horsepower?,hard,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,"SELECT model, horsepower FROM cars_data ORDER BY horsepower ASC LIMIT 1",SELECT T2.model FROM cars_data AS T1 INNER JOIN model_list AS T2 ON T1.makeid = T2.modelid ORDER BY T1.horsepower ASC LIMIT 1,0,0
What is the model of the car with the smallest amount of horsepower?,hard,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,SELECT model_list.model FROM model_list JOIN cars_data ON model_list.maker = cars_data.make ORDER BY cars_data.horsepower ASC LIMIT 1,NULL,0,0
Find the model of the car whose weight is below the average weight.,extra,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT model_list.model FROM model_list JOIN cars_data ON model_list.maker = cars_data.make WHERE cars_data.weight < (SELECT AVG(weight) FROM cars_data),SELECT T2.model FROM cars_data AS T1 INNER JOIN car_names AS T2 ON T1.id = T2.makeid WHERE T1.weight < (SELECT AVG(weight) FROM cars_data),0,1
What is the model for the car with a weight smaller than the average?,extra,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT model_list.model FROM model_list JOIN cars_data ON model_list.maker = cars_data.make WHERE cars_data.weight < (SELECT AVG(weight) FROM cars_data),SELECT T2.model FROM cars_data AS T1 INNER JOIN model_list AS T2 ON T1.make = T2.maker WHERE T1.weight < (SELECT AVG(weight) FROM cars_data),0,0
Find the name of the makers that produced some cars in the year of 1970?,extra,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,SELECT DISTINCT cm.fullname FROM car_makers cm JOIN model_list ml ON cm.maker = ml.maker JOIN car_names cn ON ml.model = cn.model JOIN cars_data cd ON cn.make = cd.id WHERE cd.year = 1970,NULL,0,0
What is the name of the different car makers who produced a car in 1970?,extra,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,SELECT DISTINCT cm.fullname FROM car_makers cm JOIN model_list ml ON cm.maker = ml.maker JOIN car_names cn ON ml.model = cn.model WHERE cn.year = 1970,SELECT DISTINCT T2.fullname FROM cars_data AS T1 INNER JOIN car_names AS T2 ON T1.id = T2.makeid INNER JOIN car_makers AS T3 ON T2.maker = T3.id WHERE T1.year = 1970,0,0
Find the make and production time of the cars that were produced in the earliest year?,extra,"SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);","SELECT make, year FROM cars_data WHERE year = (SELECT MIN(year) FROM cars_data)",NULL,0,0
What is the maker of the carr produced in the earliest year and what year was it?,extra,"SELECT T2.Make ,  T1.Year FROM CARS_DATA AS T1 JOIN CAR_NAMES AS T2 ON T1.Id  =  T2.MakeId WHERE T1.Year  =  (SELECT min(YEAR) FROM CARS_DATA);","SELECT maker, year FROM cars_data ORDER BY year ASC LIMIT 1","SELECT T2.maker, T7.year FROM cars_data AS T1 INNER JOIN car_names AS T2 ON T1.id = T2.makeid INNER JOIN car_makers AS T3 ON T2.maker = T3.id INNER JOIN model_list AS T4 ON T2.model = T4.model INNER JOIN car_names AS T5 ON T4.modelid = T5.modelid INNER JOIN cars_data AS T6 ON T5.makeid = T6.id INNER JOIN cars_data AS T7 ON T6.id = T7.id WHERE T1.year = (SELECT MIN(T8.year) FROM cars_data AS T8)",0,0
Which distinct car models are the produced after 1980?,hard,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,SELECT DISTINCT model FROM cars_data JOIN model_list ON cars_data.model = model_list.model WHERE cars_data.year > 1980,SELECT DISTINCT T2.model FROM cars_data AS T1 INNER JOIN car_names AS T2 ON T1.id = T2.makeid WHERE T1.year > 1980,0,1
What are the different models for the cards produced after 1980?,hard,SELECT DISTINCT T1.model FROM MODEL_LIST AS T1 JOIN CAR_NAMES AS T2 ON T1.model  =  T2.model JOIN CARS_DATA AS T3 ON T2.MakeId  =  T3.id WHERE T3.year  >  1980;,SELECT DISTINCT model_list.model FROM model_list JOIN cars_data ON model_list.maker = cars_data.make WHERE cars_data.year > 1980,SELECT DISTINCT T2.model FROM cars_data AS T1 INNER JOIN model_list AS T2 ON T1.make = T2.maker WHERE T1.year > 1980,0,0
How many car makers are there in each continents? List the continent name and the count.,hard,"SELECT T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.continent JOIN car_makers AS T3 ON T2.CountryId  =  T3.Country GROUP BY T1.Continent;","SELECT c.continent, COUNT(cm.id) AS maker_count FROM continents c JOIN countries co ON c.contid = co.continent JOIN car_makers cm ON co.countryid = cm.country GROUP BY c.continent","SELECT C.continent, COUNT(CM.id) AS maker_count FROM continents AS C INNER JOIN countries AS CO ON C.contid = CO.continent INNER JOIN car_makers AS CM ON CO.countryid = CM.country GROUP BY C.continent",1,1
