Question,hardness,Ground Truth SQL,Basic Predicted SQL,SoQ Predicted SQL,EX,EX SoQ
"What major is every student who does not own a cat as a pet, and also how old are they?",extra,"SELECT major ,  age FROM student WHERE stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",Select major and age from student where stuid not in (select stuid from has_pet join pets on has_pet.petid = pets.petid where pettype = 'cat') and major is not null,"SELECT T1.major, T1.age FROM student AS T1 LEFT JOIN has_pet AS T2 ON T1.stuid = T2.stuid LEFT JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype != 'cat' OR T3.pettype IS NULL",0,1
Find the id of students who do not have a cat pet.,hard,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',SELECT stuid FROM student WHERE stuid NOT IN ( SELECT stuid FROM has_pet WHERE petid IN ( SELECT petid FROM pets WHERE pettype = 'cat' ) ),SELECT stuid FROM student WHERE stuid NOT IN (SELECT stuid FROM has_pet AS T1 JOIN pets AS T2 ON T1.petid = T2.petid WHERE T2.pettype = 'cat'),1,1
What are the ids of the students who do not own cats as pets?,hard,SELECT stuid FROM student EXCEPT SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat',Select stuid from student where stuid not in (select stuid from has_pet where petid in (select petid from pets where pettype = 'cat')),SELECT stuid FROM student WHERE stuid NOT IN (SELECT stuid FROM has_pet AS T1 JOIN pets AS T2 ON T1.petid = T2.petid WHERE T2.pettype = 'cat'),1,1
Find the first name and age of students who have a dog but do not have a cat as a pet.,extra,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')","SELECT T1.fname, T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat') ","SELECT T1.fname, T1.age FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat')",1,1
What is the first name of every student who has a dog but does not have a cat?,extra,"SELECT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pettype  =  'cat')",Select the first name of every student who has a dog but does not have a cat.  External Knowledge: - ,SELECT T1.fname FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'dog' AND T1.stuid NOT IN (SELECT T1.stuid FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat'),0,0
Find the type and weight of the youngest pet.,medium,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT pettype, weight FROM pets ORDER BY pet_age ASC LIMIT 1","SELECT T2.pettype, T2.weight FROM has_pet AS T1 INNER JOIN pets AS T2 ON T1.petid = T2.petid ORDER BY T2.pet_age ASC LIMIT 1",1,1
"What type of pet is the youngest animal, and how much does it weigh?",medium,"SELECT pettype ,  weight FROM pets ORDER BY pet_age LIMIT 1","SELECT pettype, weight FROM pets ORDER BY pet_age ASC LIMIT 1","SELECT T2.pettype, T2.weight FROM has_pet AS T1 INNER JOIN pets AS T2 ON T1.petid = T2.petid ORDER BY T2.pet_age ASC LIMIT 1",1,1
Find the id and weight of all pets whose age is older than 1.,medium,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT petid, weight FROM pets WHERE pet_age > 1","SELECT petid, weight FROM pets WHERE pet_age > 1",1,1
What is the id and weight of every pet who is older than 1?,medium,"SELECT petid ,  weight FROM pets WHERE pet_age  >  1","SELECT petid, weight FROM pets WHERE pet_age > 1","SELECT petid, weight FROM pets WHERE pet_age > 1",1,1
Find the average and maximum age for each type of pet.,medium,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT T2.pettype, AVG(T1.age), MAX(T1.age) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid GROUP BY T2.pettype","SELECT T2.pettype, AVG(T2.pet_age), MAX(T2.pet_age) FROM has_pet AS T1 INNER JOIN pets AS T2 ON T1.petid = T2.petid GROUP BY T2.pettype",0,0
What is the average and maximum age for each pet type?,medium,"SELECT avg(pet_age) ,  max(pet_age) ,  pettype FROM pets GROUP BY pettype","SELECT pettype, avg(pet_age), max(pet_age) FROM pets GROUP BY pettype","SELECT T2.pettype, AVG(T2.pet_age), MAX(T2.pet_age) FROM has_pet AS T1 INNER JOIN pets AS T2 ON T1.petid = T2.petid GROUP BY T2.pettype",0,0
Find the average weight for each pet type.,medium,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype","SELECT pettype, AVG(weight) FROM pets GROUP BY pettype","SELECT T2.pettype, AVG(T2.weight) FROM has_pet AS T1 INNER JOIN pets AS T2 ON T1.petid = T2.petid GROUP BY T2.pettype",0,0
What is the average weight for each type of pet?,medium,"SELECT avg(weight) ,  pettype FROM pets GROUP BY pettype","SELECT pettype, AVG(weight) FROM pets GROUP BY pettype","SELECT T2.pettype, AVG(T2.weight) FROM has_pet AS T1 INNER JOIN pets AS T2 ON T1.petid = T2.petid GROUP BY T2.pettype",0,0
Find the first name and age of students who have a pet.,medium,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT T1.fname, T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid","SELECT T1.fname, T1.age FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid",1,1
What are the different first names and ages of the students who do have pets?,medium,"SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid","SELECT DISTINCT T1.fname ,  T1.age FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T2.petid  =  T3.petid","SELECT DISTINCT T1.fname, T1.age FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid INNER JOIN pets AS T3 ON T2.petid = T3.petid  Step-by-Step Sub-Questions: . Which students have pets? 2. What are the first names and ages of these students? 3. How can we ensure we get distinct first names and ages?",1,0
Find the id of the pet owned by student whose last name is ‘Smith’.,medium,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T1.lname = 'Smith',SELECT T2.petid FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T1.lname = 'Smith',1,1
What is the id of the pet owned by the student whose last name is 'Smith'?,medium,SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid WHERE T1.Lname  =  'Smith',SELECT T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T1.lname = 'Smith',SELECT T2.petid FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid WHERE T1.lname = 'Smith',1,1
Find the number of pets for each student who has any pet and student id.,medium,"SELECT count(*) ,  T1.stuid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid","SELECT T1.fname, T1.lname, T2.petid FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid","SELECT T1.fname, T1.lname, COUNT(T2.petid) FROM student AS T1 LEFT JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid",0,0
"For students who have pets , how many pets does each student have ? list their ids instead of names .",medium,"select count(*) ,  t1.stuid from student as t1 join has_pet as t2 on t1.stuid  =  t2.stuid group by t1.stuid","SELECT T1.stuid ,  count(*) FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid","SELECT T1.stuid ,  COUNT(*) FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid",0,0
Find the first name and gender of student who have more than one pet.,medium,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1","SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING COUNT(*)  >  1","SELECT T1.fname, T1.sex FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid HAVING COUNT(*) > 1",1,1
What is the first name and gender of the all the students who have more than one pet?,medium,"SELECT T1.fname ,  T1.sex FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid GROUP BY T1.stuid HAVING count(*)  >  1",Select the first name and gender of the students who have more than one pet.  External Knowledge: ,"SELECT T1.fname, T1.sex FROM student AS T1 INNER JOIN has_pet AS T2 ON T1.stuid = T2.stuid GROUP BY T1.stuid HAVING COUNT(*) > 1",0,1
Find the last name of the student who has a cat that is age 3.,hard,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat' AND T3.pet_age = 3,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat' AND T3.pet_age = 3,1,1
What is the last name of the student who has a cat that is 3 years old?,hard,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid  =  T2.stuid JOIN pets AS T3 ON T3.petid  =  T2.petid WHERE T3.pet_age  =  3 AND T3.pettype  =  'cat',SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat' AND T3.pet_age = 3,SELECT T1.lname FROM student AS T1 JOIN has_pet AS T2 ON T1.stuid = T2.stuid JOIN pets AS T3 ON T2.petid = T3.petid WHERE T3.pettype = 'cat' AND T3.pet_age = 3,1,1
Find the average age of students who do not have any pet .,extra,select avg(age) from student where stuid not in (select stuid from has_pet),SELECT avg(age) FROM student WHERE stuid NOT IN ( SELECT stuid FROM has_pet ) ,SELECT AVG(age) FROM student WHERE stuid NOT IN (SELECT stuid FROM has_pet),1,1
What is the average age for all students who do not own any pets ?,extra,select avg(age) from student where stuid not in (select stuid from has_pet),SELECT avg(age) FROM student WHERE stuid NOT IN ( SELECT stuid FROM has_pet ) ,SELECT AVG(age) FROM student WHERE stuid NOT IN (SELECT stuid FROM has_pet)  Step-by-Step Sub-Questions: 1. Which students own pets? 2. Which students do not own pets? 3. What is the average age of students who do not own pets?,1,0
How many continents are there?,easy,SELECT count(*) FROM CONTINENTS;,NULL,SELECT COUNT(contid) FROM continents,0,1
What is the number of continents?,easy,SELECT count(*) FROM CONTINENTS;,SELECT COUNT(contid) FROM continents,SELECT COUNT(contid) FROM continents,1,1
"How many countries does each continent have? List the continent id, continent name and the number of countries.",medium,"SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT T1.contid, T1.continent, COUNT(T2.countryid) FROM continents AS T1 JOIN countries AS T2 ON T1.contid = T2.continent GROUP BY T1.contid, T1.continent","SELECT T1.contid, T1.continent, COUNT(T2.countryid) FROM continents AS T1 INNER JOIN countries AS T2 ON T1.contid = T2.continent GROUP BY T1.contid, T1.continent",1,1
"For each continent, list its id, name, and how many countries it has?",medium,"SELECT T1.ContId ,  T1.Continent ,  count(*) FROM CONTINENTS AS T1 JOIN COUNTRIES AS T2 ON T1.ContId  =  T2.Continent GROUP BY T1.ContId;","SELECT T1.contid, T1.continent, COUNT(T2.countryid) FROM continents AS T1 LEFT JOIN countries AS T2 ON T1.contid = T2.continent GROUP BY T1.contid, T1.continent","SELECT T1.contid, T1.continent, COUNT(T2.countryid) FROM continents AS T1 INNER JOIN countries AS T2 ON T1.contid = T2.continent GROUP BY T1.contid, T1.continent",1,1
How many countries are listed?,easy,SELECT count(*) FROM COUNTRIES;,NULL,SELECT COUNT(*) FROM countries  Step-by-Step Sub-Questions: 1. What table contains information about countries? 2. How many rows are in this table?,0,0
How many countries exist?,easy,SELECT count(*) FROM COUNTRIES;,SELECT COUNT(*) FROM countries,SELECT COUNT(*) FROM countries,1,1
"How many models does each car maker produce? List maker full name, id and the number.",medium,"SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT T1.maker, T1.id, COUNT(*) FROM car_makers AS T1 JOIN model_list AS T2 ON T1.id = T2.maker GROUP BY T1.id","SELECT T1.maker, T1.id, COUNT(T2.model) FROM car_makers AS T1 INNER JOIN model_list AS T2 ON T1.id = T2.maker GROUP BY T1.id",0,0
"What is the full name of each car maker, along with its id and how many models it produces?",medium,"SELECT T1.FullName ,  T1.Id ,  count(*) FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker GROUP BY T1.Id;","SELECT T1.id, T1.maker, T1.fullname, COUNT(*) FROM car_makers AS T1 JOIN model_list AS T2 ON T1.id = T2.maker GROUP BY T1.id, T1.maker, T1.fullname","SELECT T1.maker, T1.id, COUNT(T2.model) FROM car_makers AS T1 INNER JOIN model_list AS T2 ON T1.id = T2.maker GROUP BY T1.id",0,0
Which model of the car has the minimum horsepower?,hard,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,SELECT model FROM model_list ORDER BY horsepower ASC LIMIT 1,SELECT T1.model FROM model_list AS T1 INNER JOIN cars_data AS T2 ON T1.maker = T2.maker WHERE T2.horsepower = (SELECT MIN(horsepower) FROM cars_data),0,0
What is the model of the car with the smallest amount of horsepower?,hard,SELECT T1.Model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id ORDER BY T2.horsepower ASC LIMIT 1;,SELECT model FROM car_names WHERE makeid = (SELECT makeid FROM cars_data ORDER BY horsepower ASC LIMIT 1),SELECT T1.model FROM model_list AS T1 INNER JOIN cars_data AS T2 ON T1.maker = T2.maker WHERE T2.horsepower = (SELECT MIN(horsepower) FROM cars_data),0,0
Find the model of the car whose weight is below the average weight.,extra,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT model FROM model_list WHERE weight < ( SELECT AVG(weight) FROM cars_data ) ,SELECT T2.model FROM cars_data AS T1 INNER JOIN model_list AS T2 ON T1.maker = T2.maker WHERE T1.weight < (SELECT AVG(weight) FROM cars_data),0,0
What is the model for the car with a weight smaller than the average?,extra,SELECT T1.model FROM CAR_NAMES AS T1 JOIN CARS_DATA AS T2 ON T1.MakeId  =  T2.Id WHERE T2.Weight  <  (SELECT avg(Weight) FROM CARS_DATA),SELECT model FROM car_names WHERE makeid IN ( SELECT makeid FROM cars_data WHERE weight < ( SELECT AVG(weight) FROM cars_data ) ) LIMIT 1,SELECT T2.model FROM cars_data AS T1 INNER JOIN model_list AS T2 ON T1.maker = T2.maker WHERE T1.weight < (SELECT AVG(weight) FROM cars_data),0,0
Find the name of the makers that produced some cars in the year of 1970?,extra,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,SELECT T1.maker FROM car_makers AS T1 JOIN cars_data AS T2 ON T1.id = T2.makeid WHERE T2.year = 1970 GROUP BY T1.maker,SELECT T1.maker FROM car_makers AS T1 INNER JOIN cars_data AS T2 ON T1.id = T2.makeid WHERE T2.year = 1970 GROUP BY T1.maker  Step-by-Step Sub-Questions: . What makers produced cars in the year 1970? 2. How can we identify the makers based on the cars they produced? 3. What information do we need to filter the cars by year? 4. How should we group the results to ensure each maker is listed only once? 5. What columns in the `car_makers` table contain the maker names?,0,0
What is the name of the different car makers who produced a car in 1970?,extra,SELECT DISTINCT T1.Maker FROM CAR_MAKERS AS T1 JOIN MODEL_LIST AS T2 ON T1.Id  =  T2.Maker JOIN CAR_NAMES AS T3 ON T2.model  =  T3.model JOIN CARS_DATA AS T4 ON T3.MakeId  =  T4.id WHERE T4.year  =  '1970';,SELECT DISTINCT T1.maker FROM car_makers AS T1 INNER JOIN cars_data AS T2 ON T1.id = T2.makeid WHERE T2.year = 1970,SELECT DISTINCT T1.maker FROM car_makers AS T1 INNER JOIN cars_data AS T2 ON T1.id = T2.makeid WHERE T2.year = 1970,0,0
